uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2
0000040808,00038372,愛媛県372,04,38,311,372,2007,2007-12-01,2008,1,22,2,42.0,34.00333333,132.7141667,1,-1,13.0,43.0,SIS,2007,False,Winter,8.8,33.77,8.2,0.0,0.25,0.021,1.3,0.005,0.015,0.033,0.012,1.0,0.0,0.0
0000042269,00038372,愛媛県372,04,38,311,372,2008,2008-03-01,2008,5,19,2,36.0,34.00333333,132.7141667,1,-1,15.5,37.0,SIS,2008,False,Other,8.4,33.87,8.1,0.0,0.15,0.014,1.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0
0000042270,00038372,愛媛県372,04,38,311,372,2008,2008-06-01,2008,7,22,2,35.0,34.00333333,132.7141667,1,-1,21.8,36.0,SIS,2008,False,Summer,7.4,33.28,8.1,0.0,0.15,0.018,1.5,0.006,0.006,0.0,0.0,1.3,0.0,0.0
0000042271,00038372,愛媛県372,04,38,311,372,2008,2008-09-01,2008,10,20,2,39.0,34.00333333,132.7141667,1,-1,24.5,40.0,SIS,2008,False,Other,6.9,33.29,8.1,0.0,0.23,0.024,1.4,0.005,0.012,0.036,0.014,1.2,0.0,0.0
0000042272,00038372,愛媛県372,04,38,311,372,2008,2008-12-01,2009,1,20,2,37.0,34.00333333,132.7141667,1,-1,13.1,38.0,SIS,2008,False,Winter,8.6,33.77,8.2,0.0,0.11,0.019,1.3,0.0,0.01,0.028,0.011,2.7,0.0,0.0
0000043705,00038372,愛媛県372,04,38,311,372,2009,2009-03-01,2009,5,18,2,37.0,34.00333333,132.7141667,1,-1,16.0,38.0,SIS,2009,False,Other,8.4,33.75,8.1,0.0,0.12,0.012,1.2,0.0,0.0,0.0,0.004,0.4,0.0,0.0
0000043706,00038372,愛媛県372,04,38,311,372,2009,2009-06-01,2009,7,22,2,38.0,34.00333333,132.7141667,1,-1,21.3,39.0,SIS,2009,False,Summer,7.1,32.95,8.1,0.0,0.13,0.018,1.2,0.0,0.0,0.0,0.004,1.3,0.0,0.0
0000043707,00038372,愛媛県372,04,38,311,372,2009,2009-09-01,2009,10,19,2,39.0,34.00333333,132.7141667,1,-1,23.0,40.0,SIS,2009,False,Other,7.2,33.23,8.1,0.0,0.17,0.028,1.4,0.0,0.01,0.06,0.013,1.4,0.0,0.0
0000043708,00038372,愛媛県372,04,38,311,372,2009,2009-12-01,2010,1,18,2,35.0,34.00333333,132.7141667,1,-1,13.2,36.0,SIS,2009,False,Winter,8.9,33.71,8.2,0.0,0.18,0.016,1.4,0.01,0.009,0.03,0.011,1.5,0.0,0.0
0000045092,00038372,愛媛県372,04,38,311,372,2010,2010-03-01,2010,5,17,2,39.0,34.00333333,132.7141667,1,-1,15.0,40.0,SIS,2010,False,Other,9.0,33.415,8.1,0.0,0.23,0.012,1.6,0.02,0.0,0.0,0.006,1.3,0.0,0.0
0000045130,00038372,愛媛県372,04,38,311,372,2010,2010-06-01,2010,7,20,2,38.0,34.00333333,132.7141667,1,-1,20.8,39.0,SIS,2010,False,Summer,7.2,32.556,8.0,0.0,0.26,0.014,1.6,0.02,0.02,0.02,0.01,0.9,0.0,0.0
0000045168,00038372,愛媛県372,04,38,311,372,2010,2010-09-01,2010,10,18,2,38.0,34.00333333,132.7141667,1,-1,23.8,39.0,SIS,2010,False,Other,6.7,32.811,8.0,0.0,0.43,0.022,1.9,0.03,0.013,0.03,0.021,1.2,0.0,0.0
0000045206,00038372,愛媛県372,04,38,311,372,2010,2010-12-01,2011,1,19,2,39.0,34.00333333,132.7141667,1,-1,11.8,40.0,SIS,2010,False,Winter,8.9,33.661,8.2,0.0,0.13,0.02,1.2,0.0,0.008,0.03,0.012,1.7,0.0,0.0
0000046340,00038372,愛媛県372,04,38,311,372,2011,2011-03-01,2011,5,16,2,40.0,34.00333333,132.7141667,1,-1,16.5,41.0,SIS,2011,False,Other,8.4,33.925,8.1,0.0,0.26,0.013,1.4,0.03,0.0,0.01,0.008,0.7,0.0,0.0
0000046344,00038372,愛媛県372,04,38,311,372,2011,2011-06-01,2011,7,22,2,40.0,34.00333333,132.7141667,1,-1,22.4,41.0,SIS,2011,False,Summer,7.2,32.718,8.0,0.0,0.13,0.013,1.5,0.02,0.016,0.0,0.009,0.51,0.0,0.0
0000046348,00038372,愛媛県372,04,38,311,372,2011,2011-09-01,2011,10,17,2,39.0,34.00333333,132.7141667,1,-1,24.0,40.0,SIS,2011,False,Other,6.8,32.608,8.1,0.0,0.35,0.021,1.7,0.03,0.019,0.03,0.011,0.39,0.0,0.0
0000046352,00038372,愛媛県372,04,38,311,372,2011,2011-12-01,2012,1,18,2,39.0,34.00333333,132.7141667,1,-1,13.2,40.0,SIS,2011,False,Winter,8.6,33.029,8.1,0.0,0.17,0.022,1.4,0.0,0.012,0.06,0.018,1.13,0.0,0.0
0000047584,00038372,愛媛県372,04,38,311,372,2012,2012-06-01,2012,7,17,2,38.0,34.00333333,132.7141667,1,-1,19.8,39.0,SIS,2012,False,Summer,7.5,32.497,8.0,0.0,0.19,0.014,1.5,0.01,0.011,0.01,0.006,1.9,0.0,0.0
0000047622,00038372,愛媛県372,04,38,311,372,2012,2012-12-01,2013,1,16,2,38.0,34.00333333,132.7141667,1,-1,12.0,39.0,SIS,2012,False,Winter,8.8,32.963,8.2,0.0,0.153,0.0257,1.7,0.01,0.008,0.04,0.016,1.1,0.0,0.0
0000048864,00038372,愛媛県372,04,38,311,372,2013,2013-03-01,2013,5,13,2,37.0,34.00333333,132.7141667,1,-1,15.5,38.0,SIS,2013,False,Other,8.8,33.297,8.07,0.0,0.2,0.013,1.59,0.01,0.002,0.01,0.006,0.55,0.0,0.0
0000048902,00038372,愛媛県372,04,38,311,372,2013,2013-06-01,2013,7,16,2,36.0,34.00333333,132.7141667,1,-1,21.0,37.0,SIS,2013,False,Summer,7.6,32.72733333,8.02,0.0,0.29,0.012,0.5,0.02,0.003,0.01,0.003,1.23,0.0,0.0
0000048940,00038372,愛媛県372,04,38,311,372,2013,2013-09-01,2013,10,21,2,38.0,34.00333333,132.7141667,1,-1,23.0,39.0,SIS,2013,False,Other,7.0,32.938,8.078,0.0,0.26,0.019,1.56,0.02,0.021,0.05,0.016,0.54,0.0,0.0
0000048978,00038372,愛媛県372,04,38,311,372,2013,2013-12-01,2014,1,14,2,38.0,34.00333333,132.7141667,1,-1,12.8,39.0,SIS,2013,False,Winter,8.8,33.586,8.249,0.0,0.17,0.022,1.17,0.01,0.009,0.06,0.015,0.57,0.0,0.0
0000050300,00038372,愛媛県372,04,38,311,372,2014,2014-03-01,2014,5,19,2,37.0,34.00333333,132.7141667,1,-1,15.4,38.0,SIS,2014,False,Other,8.6,33.299,8.12,0.0,0.17,0.012,1.8,0.01,0.002,0.01,0.006,0.7,0.0,0.0
0000050338,00038372,愛媛県372,04,38,311,372,2014,2014-06-01,2014,7,14,2,29.0,34.00333333,132.7141667,1,-1,20.5,30.0,SIS,2014,False,Summer,8.1,33.765,7.958,0.0,0.22,0.017,2.1,0.01,0.019,0.01,0.009,0.62,0.0,0.0
0000050376,00038372,愛媛県372,04,38,311,372,2014,2014-09-01,2014,10,20,2,36.0,34.00333333,132.7141667,1,-1,22.5,37.0,SIS,2014,False,Other,6.9,33.055,8.016,0.0,0.29,0.02,1.6,0.01,0.02,0.02,0.014,0.6,0.0,0.0
0000050414,00038372,愛媛県372,04,38,311,372,2014,2014-12-01,2015,1,14,2,36.0,34.00333333,132.7141667,1,-1,12.2,37.0,SIS,2014,False,Winter,8.6,33.328,8.314,0.0,0.21,0.025,1.5,0.01,0.008,0.06,0.018,0.7,0.0,0.0
0000051935,00038372,愛媛県372,04,38,311,372,2015,2015-03-01,2015,5,18,2,38.0,34.00333333,132.7141667,1,-1,15.5,,SIS,2015,False,Other,8.2,33.217,8.083,0.0,0.17,0.014,1.4,0.01,0.002,0.01,0.007,1.14,0.0,0.0
0000051973,00038372,愛媛県372,04,38,311,372,2015,2015-06-01,2015,7,14,2,35.0,34.00333333,132.7141667,1,-1,19.5,,SIS,2015,False,Summer,7.8,32.851,8.014,0.0,0.14,0.017,1.1,0.01,0.009,0.01,0.008,1.69,0.0,0.0
0000052011,00038372,愛媛県372,04,38,311,372,2015,2015-09-01,2015,10,19,2,38.0,34.00333333,132.7141667,1,-1,23.0,,SIS,2015,False,Other,7.2,32.712,7.96,0.0,0.18,0.015,1.2,0.01,0.018,0.02,0.012,0.77,0.0,0.0
0000052049,00038372,愛媛県372,04,38,311,372,2015,2015-12-01,2016,1,12,2,36.0,34.00333333,132.7141667,1,-1,14.0,,SIS,2015,False,Winter,8.2,32.954,8.14,0.0,0.19,0.022,1.1,0.01,0.012,0.05,0.018,0.73,0.0,0.0
0000054135,00038372,愛媛県372,04,38,311,372,2016,2016-03-01,2016,5,23,2,39.0,34.00333333,132.7141667,1,-1,17.0,,SIS,2016,False,Other,8.3,33.154,8.063,0.0,0.32,0.013,1.6,0.01,0.002,0.01,0.005,0.92,0.0,0.0
0000054173,00038372,愛媛県372,04,38,311,372,2016,2016-06-01,2016,7,19,2,34.0,34.00333333,132.7141667,1,-1,22.0,,SIS,2016,False,Summer,7.5,32.396,7.924,0.0,0.16,0.016,1.1,0.01,0.009,0.01,0.009,1.23,0.0,0.0
0000054211,00038372,愛媛県372,04,38,311,372,2016,2016-09-01,2016,10,17,2,37.0,34.00333333,132.7141667,1,-1,23.5,,SIS,2016,False,Other,7.0,32.422,8.076,0.0,0.24,0.023,1.3,0.01,0.01,0.05,0.016,1.63,0.0,0.0
0000054249,00038372,愛媛県372,04,38,311,372,2016,2016-12-01,2017,1,10,2,36.0,34.00333333,132.7141667,1,-1,15.0,,SIS,2016,False,Winter,8.4,32.847,8.031,0.0,0.19,0.021,1.28,0.01,0.006,0.06,0.019,1.0,0.0,0.0
0000055175,00038372,愛媛県372,04,38,311,372,2017,2017-03-01,2017,5,22,2,34.0,34.00333333,132.7141667,1,-1,17.0,,SIS,2017,False,Other,9.4,33.326,8.063,0.0,0.22,0.011,1.0,0.01,0.003,0.01,0.01,1.1,0.0,0.0
0000055213,00038372,愛媛県372,04,38,311,372,2017,2017-06-01,2017,7,24,2,37.0,34.00333333,132.7141667,1,-1,21.5,,SIS,2017,False,Summer,7.7,33.171,8.1,0.0,0.2,0.015,0.8,0.01,0.005,0.01,0.008,0.8,0.0,0.0
0000055251,00038372,愛媛県372,04,38,311,372,2017,2017-09-01,2017,10,18,2,37.0,34.00333333,132.7141667,1,-1,22.5,,SIS,2017,False,Other,6.95,33.066,8.064,0.0,0.22,0.021,1.3,0.01,0.025,0.02,0.015,0.59,0.0,0.0
0000055289,00038372,愛媛県372,04,38,311,372,2017,2017-12-01,2018,1,15,2,36.0,34.00333333,132.7141667,1,-1,12.1,,SIS,2017,False,Winter,8.8,33.298,8.1,0.0,0.3,0.016,1.3,0.01,0.009,0.02,0.014,0.9,0.0,0.0
0000057175,00038372,愛媛県372,04,38,311,372,2018,2018-03-01,2018,5,10,2,34.0,34.00333333,132.7141667,1,-1,14.0,,SIS,2018,False,Other,8.9,33.318,8.096,0.0,0.12,0.012,1.0,0.01,0.002,0.01,0.01,0.9,0.0,0.0
0000057213,00038372,愛媛県372,04,38,311,372,2018,2018-06-01,2018,7,17,2,39.0,34.00333333,132.7141667,1,-1,21.5,,SIS,2018,False,Summer,7.7,32.307,8.02,0.0,0.13,0.015,1.2,0.01,0.01,0.01,0.009,2.0,0.0,0.0
0000057251,00038372,愛媛県372,04,38,311,372,2018,2018-09-01,2018,10,15,2,34.0,34.00333333,132.7141667,1,-1,24.0,,SIS,2018,False,Other,7.1,32.333,8.1,0.0,0.17,0.016,1.3,0.01,0.017,0.03,0.012,1.0,0.0,0.0
0000057289,00038372,愛媛県372,04,38,311,372,2018,2018-12-01,2019,1,7,2,38.0,34.00333333,132.7141667,1,-1,15.0,,SIS,2018,False,Winter,8.6,33.049,8.1,0.0,0.17,0.021,1.0,0.01,0.008,0.07,0.017,1.3,0.0,0.0
0000059641,00038372,愛媛県372,04,38,311,372,2019,2019-03-01,2019,5,13,2,39.0,34.00333333,132.7141667,1,-1,15.3,,SIS,2019,False,Other,9.0,33.176,8.1,0.0,0.11,0.013,1.1,0.01,0.003,0.01,0.008,0.9,0.0,0.0
0000059679,00038372,愛媛県372,04,38,311,372,2019,2019-06-01,2019,7,8,2,36.0,34.00333333,132.7141667,1,-1,20.5,,SIS,2019,False,Summer,8.0,33.116,8.074,0.0,0.2,0.016,1.0,0.01,0.009,0.01,0.011,0.9,0.0,0.0
0000059717,00038372,愛媛県372,04,38,311,372,2019,2019-09-01,2019,10,7,2,37.0,34.00333333,132.7141667,1,-1,24.5,,SIS,2019,False,Other,8.1,32.659,8.1,0.0,0.2,0.021,1.5,0.01,0.007,0.01,0.009,2.3,0.0,0.0
0000059755,00038372,愛媛県372,04,38,311,372,2019,2019-12-01,2020,1,14,2,36.0,34.00333333,132.7141667,1,-1,14.2,,SIS,2019,False,Winter,7.8,33.205,8.1,0.0,0.19,0.022,1.2,0.01,0.007,0.01,0.013,2.4,0.0,0.0
0000064177,00038372,愛媛県372,04,38,311,372,2020,2020-03-01,2020,5,12,2,37.0,34.00333333,132.7141667,1,-1,14.8,,SIS,2020,False,Other,9.8,33.16,8.0,0.0,0.13,0.015,0.9,0.01,0.002,0.01,0.01,0.7,0.0,0.0
0000064217,00038372,愛媛県372,04,38,311,372,2020,2020-06-01,2020,7,20,2,36.0,34.00333333,132.7141667,1,-1,21.0,,SIS,2020,False,Summer,7.5,32.34,8.0,0.0,0.14,0.016,1.1,0.01,0.01,0.01,0.013,1.6,0.0,0.0
0000064255,00038372,愛媛県372,04,38,311,372,2020,2020-09-01,2020,10,13,2,35.0,34.00333333,132.7141667,1,-1,24.5,,SIS,2020,False,Other,7.5,32.23,8.0,0.0,0.23,0.02,1.4,0.01,0.015,0.01,0.015,1.6,0.0,0.0
0000064293,00038372,愛媛県372,04,38,311,372,2020,2020-12-01,2021,1,21,2,36.0,34.00333333,132.7141667,1,-1,12.2,,SIS,2020,False,Winter,8.9,32.99,8.1,0.0,0.16,0.02,1.1,0.01,0.011,0.02,0.015,1.5,0.0,0.0
0000065671,00038372,愛媛県372,04,38,311,372,2021,2021-03-01,2021,5,11,2,36.0,34.00333333,132.7141667,1,-1,15.3,,SIS,2021,False,Other,8.5,33.267,8.1,0.0,0.17,0.014,1.4,0.01,0.002,0.01,0.008,1.6,0.0,0.0
0000065709,00038372,愛媛県372,04,38,311,372,2021,2021-06-01,2021,7,20,2,36.0,34.00333333,132.7141667,1,-1,21.3,,SIS,2021,False,Summer,7.6,32.666,8.003,0.0,0.15,0.018,1.5,0.01,0.01,0.01,0.011,2.1,0.0,0.0
0000065747,00038372,愛媛県372,04,38,311,372,2021,2021-09-01,2021,10,12,2,37.0,34.00333333,132.7141667,1,-1,24.0,,SIS,2021,False,Other,6.8,32.08,8.0,0.0,0.21,0.026,1.4,0.01,0.013,0.03,0.014,1.2,0.0,0.0
0000065785,00038372,愛媛県372,04,38,311,372,2021,2021-12-01,2022,1,5,2,37.0,34.00333333,132.7141667,1,-1,14.3,,SIS,2021,False,Winter,8.5,32.73,8.1,0.0,0.23,0.023,1.9,0.01,0.006,0.04,0.016,1.43534,0.0,0.0
0000067171,00038372,愛媛県372,04,38,311,372,2022,2022-03-01,2022,5,17,2,37.0,34.00333333,132.7141667,1,-1,15.9,,SIS,2022,False,Other,8.7,33.192,8.1,0.0,0.17,0.013,1.6,0.01,0.002,0.01,0.01,1.2,0.0,0.0
0000067209,00038372,愛媛県372,04,38,311,372,2022,2022-06-01,2022,7,12,2,36.0,34.00333333,132.7141667,1,-1,20.5,,SIS,2022,False,Summer,7.9,32.849,8.0,0.0,0.13,0.016,1.4,0.01,0.006,0.01,0.009,1.5,0.0,0.0
0000067247,00038372,愛媛県372,04,38,311,372,2022,2022-09-01,2022,10,14,2,36.0,34.00333333,132.7141667,1,-1,24.2,,SIS,2022,False,Other,7.0,32.815,8.0,0.0,0.16,0.023,1.6,0.01,0.019,0.02,0.014,1.3,0.0,0.0
0000067285,00038372,愛媛県372,04,38,311,372,2022,2022-12-01,2023,1,11,2,35.0,34.00333333,132.7141667,1,-1,14.3,,SIS,2022,False,Winter,8.5,33.187,8.0,0.0,0.16,0.024,1.6,0.01,0.007,0.04,0.016,1.64,0.0,0.0
0000068663,00038372,愛媛県372,04,38,311,372,2023,2023-03-01,2023,5,11,2,37.0,34.00333333,132.7141667,1,-1,16.0,38.0,SIS,2023,False,Other,8.6,33.011,8.0,0.0,0.14,0.018,1.7,0.01,0.002,0.01,0.011,1.2,0.0,0.0
0000068701,00038372,愛媛県372,04,38,311,372,2023,2023-06-01,2023,7,4,2,36.0,34.00333333,132.7141667,1,-1,19.7,37.0,SIS,2023,False,Summer,8.29,32.361,7.9,0.0,0.15,0.017,1.6,0.01,0.01,0.01,0.01,1.558315,0.0,0.0
0000068739,00038372,愛媛県372,04,38,311,372,2023,2023-09-01,2023,10,10,2,36.0,34.00333333,132.7141667,1,-1,25.0,37.0,SIS,2023,False,Other,6.93,32.372,8.0,0.0,0.12,0.024,1.5,0.01,0.005,0.01,0.008,1.0,0.0,0.0
0000068777,00038372,愛媛県372,04,38,311,372,2023,2023-12-01,2024,1,9,2,36.0,34.00333333,132.7141667,1,-1,15.2,37.0,SIS,2023,False,Winter,8.32,33.428,8.0,0.0,0.22,0.02,1.3,0.01,0.013,0.03,0.015,0.80591,0.0,0.0
0000002375,00038441,愛媛県441,04,38,313,441,1981,1981-03-01,1981,5,27,2,20.0,33.83833333,132.6816667,1,-1,15.0,25.0,SIS,1981,False,Other,8.7,33.01,8.2,0.0,0.16,0.016,1.0,0.0,0.0,0.0,0.003,1.7,0.0,0.0
0000002376,00038441,愛媛県441,04,38,313,441,1981,1981-06-01,1981,8,5,2,19.0,33.83833333,132.6816667,1,-1,21.0,24.0,SIS,1981,False,Summer,7.2,32.72,8.1,0.0,0.242,0.019,1.0,0.005,0.017,0.019,0.009,1.6,0.0,0.0
0000002377,00038441,愛媛県441,04,38,313,441,1981,1981-09-01,1981,10,21,2,19.0,33.83833333,132.6816667,1,-1,22.1,24.0,SIS,1981,False,Other,6.9,32.57,8.1,0.0,0.221,0.028,1.3,0.006,0.01,0.03,0.016,2.0,0.0,0.0
0000002378,00038441,愛媛県441,04,38,313,441,1981,1981-12-01,1982,1,20,2,19.0,33.83833333,132.6816667,1,-1,11.0,24.0,SIS,1981,False,Winter,8.9,33.61,8.2,0.0,0.235,0.028,1.4,0.0,0.012,0.054,0.016,1.7,0.0,0.0
0000003853,00038441,愛媛県441,04,38,313,441,1982,1982-03-01,1982,5,18,2,20.0,33.83833333,132.6816667,1,-1,15.2,25.0,SIS,1982,False,Other,8.7,33.35,8.2,0.0,0.12,0.02,1.4,0.0,0.002,0.0,0.0,1.8,0.0,0.0
0000003854,00038441,愛媛県441,04,38,313,441,1982,1982-06-01,1982,7,14,2,19.0,33.83833333,132.6816667,1,-1,20.1,24.0,SIS,1982,False,Summer,7.3,33.29,8.1,0.0,0.189,0.016,0.9,0.0,0.008,0.0,0.007,1.4,0.0,0.0
0000003855,00038441,愛媛県441,04,38,313,441,1982,1982-09-01,1982,10,26,2,19.0,33.83833333,132.6816667,1,-1,21.0,24.0,SIS,1982,False,Other,7.1,32.67,8.2,0.0,0.167,0.029,1.2,0.0,0.015,0.043,0.013,2.5,0.0,0.0
0000003856,00038441,愛媛県441,04,38,313,441,1982,1982-12-01,1983,1,25,2,19.0,33.83833333,132.6816667,1,-1,12.5,24.0,SIS,1982,False,Winter,8.7,33.45,8.2,0.0,0.214,0.027,1.4,0.0,0.008,0.047,0.014,2.2,0.0,0.0
0000005331,00038441,愛媛県441,04,38,313,441,1983,1983-03-01,1983,5,17,2,23.0,33.83833333,132.6816667,1,-1,15.6,28.0,SIS,1983,False,Other,8.5,32.98,8.2,0.0,0.182,0.026,1.5,0.006,0.0,0.0,0.005,2.0,0.0,0.0
0000005332,00038441,愛媛県441,04,38,313,441,1983,1983-06-01,1983,8,2,2,23.0,33.83833333,132.6816667,1,-1,23.6,28.0,SIS,1983,False,Summer,7.2,32.75,8.1,0.0,0.221,0.015,1.2,0.009,0.004,0.0,0.0,4.1,0.0,0.0
0000005333,00038441,愛媛県441,04,38,313,441,1983,1983-09-01,1983,10,21,2,23.0,33.83833333,132.6816667,1,-1,22.2,28.0,SIS,1983,False,Other,6.8,32.94,8.1,0.0,0.286,0.029,1.0,0.0,0.014,0.057,0.013,2.6,0.0,0.0
0000005334,00038441,愛媛県441,04,38,313,441,1983,1983-12-01,1984,1,24,2,19.0,33.83833333,132.6816667,1,-1,11.5,24.0,SIS,1983,False,Winter,8.7,33.8,8.2,0.0,0.142,0.028,0.9,0.007,0.015,0.041,0.017,1.2,0.0,0.0
0000006811,00038441,愛媛県441,04,38,313,441,1984,1984-03-01,1984,5,22,2,9.0,33.83833333,132.6816667,1,-1,14.3,11.0,SIS,1984,False,Other,8.5,33.64,8.2,0.0,0.118,0.015,1.7,0.042,0.0,0.0,0.0,1.8,0.0,0.0
0000006812,00038441,愛媛県441,04,38,313,441,1984,1984-06-01,1984,7,10,2,9.0,33.83833333,132.6816667,1,-1,20.0,11.0,SIS,1984,False,Summer,7.8,33.34,8.1,0.0,0.234,0.02,1.7,0.01,0.005,0.016,0.0,2.6,0.0,0.0
0000006813,00038441,愛媛県441,04,38,313,441,1984,1984-09-01,1984,10,16,2,9.0,33.83833333,132.6816667,1,-1,21.5,11.0,SIS,1984,False,Other,7.0,33.57,8.1,0.0,0.229,0.026,1.2,0.012,0.014,0.06,0.014,1.8,0.0,0.0
0000006814,00038441,愛媛県441,04,38,313,441,1984,1984-12-01,1985,2,18,2,9.0,33.83833333,132.6816667,1,-1,11.0,11.0,SIS,1984,False,Winter,9.4,34.04,8.3,0.0,0.11,0.018,0.6,0.019,0.0,0.019,0.0,1.7,0.0,0.0
0000008289,00038441,愛媛県441,04,38,313,441,1985,1985-03-01,1985,5,28,2,9.0,33.83833333,132.6816667,1,-1,15.9,11.0,SIS,1985,False,Other,8.1,33.4,8.2,0.0,0.147,0.015,1.6,0.011,0.0,0.01,0.0,1.5,0.0,0.0
0000008290,00038441,愛媛県441,04,38,313,441,1985,1985-06-01,1985,7,10,2,9.0,33.83833333,132.6816667,1,-1,21.0,11.0,SIS,1985,False,Summer,7.4,32.52,8.1,0.0,0.367,0.026,1.1,0.015,0.021,0.054,0.0,2.5,0.0,0.0
0000008291,00038441,愛媛県441,04,38,313,441,1985,1985-09-01,1985,10,8,2,9.0,33.83833333,132.6816667,1,-1,23.9,11.0,SIS,1985,False,Other,6.5,32.76,8.1,0.0,0.242,0.023,1.1,0.0,0.012,0.076,0.016,1.6,0.0,0.0
0000008292,00038441,愛媛県441,04,38,313,441,1985,1985-12-01,1986,1,29,2,9.0,33.83833333,132.6816667,1,-1,10.6,11.0,SIS,1985,False,Winter,9.1,33.57,8.2,0.0,0.216,0.027,0.6,0.025,0.007,0.082,0.016,1.2,0.0,0.0
0000009767,00038441,愛媛県441,04,38,313,441,1986,1986-03-01,1986,5,28,2,9.0,33.83833333,132.6816667,1,-1,15.5,11.0,SIS,1986,False,Other,8.8,33.24,8.2,0.0,0.162,0.014,0.8,0.009,0.0,0.01,0.0,2.6,0.0,0.0
0000009768,00038441,愛媛県441,04,38,313,441,1986,1986-06-01,1986,7,16,2,9.0,33.83833333,132.6816667,1,-1,20.2,11.0,SIS,1986,False,Summer,7.3,32.71,8.2,0.0,0.114,0.016,1.6,0.009,0.019,0.034,0.0,1.0,0.0,0.0
0000009769,00038441,愛媛県441,04,38,313,441,1986,1986-09-01,1986,10,14,2,9.0,33.83833333,132.6816667,1,-1,22.7,11.0,SIS,1986,False,Other,6.9,32.72,8.2,0.0,0.143,0.018,1.2,0.0,0.013,0.018,0.012,1.6,0.0,0.0
0000009770,00038441,愛媛県441,04,38,313,441,1986,1986-12-01,1987,1,20,2,9.0,33.83833333,132.6816667,1,-1,12.0,11.0,SIS,1986,False,Winter,8.6,33.36,8.4,0.0,0.183,0.023,1.0,0.018,0.006,0.07,0.015,0.3,0.0,0.0
0000011245,00038441,愛媛県441,04,38,313,441,1987,1987-03-01,1987,5,15,2,9.0,33.83833333,132.6816667,1,-1,14.6,11.0,SIS,1987,False,Other,8.6,33.38,8.3,0.0,0.1,0.017,1.1,0.012,0.0,0.0,0.009,1.0,0.0,0.0
0000011246,00038441,愛媛県441,04,38,313,441,1987,1987-06-01,1987,7,15,2,7.0,33.83833333,132.6816667,1,-1,20.9,11.0,SIS,1987,False,Summer,7.4,32.87,8.2,0.0,0.145,0.021,1.7,0.031,0.011,0.0,0.013,0.7,0.0,0.0
0000011247,00038441,愛媛県441,04,38,313,441,1987,1987-09-01,1987,10,14,2,9.0,33.83833333,132.6816667,1,-1,22.8,11.0,SIS,1987,False,Other,6.9,33.06,8.2,0.0,0.149,0.023,1.5,0.007,0.017,0.036,0.022,2.2,0.0,0.0
0000011248,00038441,愛媛県441,04,38,313,441,1987,1987-12-01,1988,1,20,2,9.0,33.83833333,132.6816667,1,-1,13.8,11.0,SIS,1987,False,Winter,8.2,33.27,8.3,0.0,0.24,0.04,2.2,0.017,0.008,0.05,0.015,1.1,0.0,0.0
0000012723,00038441,愛媛県441,04,38,313,441,1988,1988-03-01,1988,5,12,2,9.0,33.83833333,132.6816667,1,-1,13.6,11.0,SIS,1988,False,Other,8.5,33.32,8.2,0.0,0.152,0.029,1.1,0.023,0.0,0.012,0.016,0.5,0.0,0.0
0000012724,00038441,愛媛県441,04,38,313,441,1988,1988-06-01,1988,7,14,2,9.0,33.83833333,132.6816667,1,-1,22.0,11.0,SIS,1988,False,Summer,7.5,32.7,8.1,0.0,0.35,0.019,1.7,0.033,0.005,0.013,0.012,1.3,0.0,0.0
0000012725,00038441,愛媛県441,04,38,313,441,1988,1988-09-01,1988,10,17,2,9.0,33.83833333,132.6816667,1,-1,21.5,11.0,SIS,1988,False,Other,7.2,33.04,8.2,0.0,0.197,0.02,1.3,0.016,0.013,0.017,0.015,2.1,0.0,0.0
0000012726,00038441,愛媛県441,04,38,313,441,1988,1988-12-01,1989,1,26,2,9.0,33.83833333,132.6816667,1,-1,12.5,11.0,SIS,1988,False,Winter,8.3,33.44,8.2,0.0,0.184,0.024,1.5,0.017,0.011,0.074,0.017,1.1,0.0,0.0
0000014197,00038441,愛媛県441,04,38,313,441,1989,1989-03-01,1989,5,16,2,9.0,33.83833333,132.6816667,1,-1,14.4,11.0,SIS,1989,False,Other,8.4,33.39,8.2,0.0,0.146,0.017,0.8,0.011,0.0,0.0,0.0,1.6,0.0,0.0
0000014198,00038441,愛媛県441,04,38,313,441,1989,1989-06-01,1989,7,12,2,9.0,33.83833333,132.6816667,1,-1,20.5,11.0,SIS,1989,False,Summer,7.5,32.88,8.2,0.0,0.413,0.022,1.0,0.0,0.012,0.026,0.009,1.2,0.0,0.0
0000014199,00038441,愛媛県441,04,38,313,441,1989,1989-09-01,1989,10,12,2,9.0,33.83833333,132.6816667,1,-1,23.3,11.0,SIS,1989,False,Other,6.5,32.43,8.2,0.0,0.198,0.023,0.9,0.0,0.017,0.026,0.014,1.2,0.0,0.0
